survey_id,building_name,office_spending_space,personal_workspace,in_out_office,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13954607,B,Personal workspace,Open Office_3,Yes,2,Yes,No,Yes,Yes,No,No,Facing north (or northeast or northwest),1 to 4,3,3,3,3,3,3,3,3,3,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,2,Male
13954700,B,Personal workspace,Open Office_3,Yes,3,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,3,1,5,2,1,2,4,2,3,3,1,3,2,No,No,Yes,No,No,No,No,3,All day,Typing,3,2,3,Female
13954739,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,No,Yes,Yes,No,I don’t know,1 to 4,4,4,1,3,0,4,2,1,2,3,3,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,2,4,Female
13954747,B,Personal workspace,Open Office_2,Yes,4,No,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,3,4,4,1,,3,3,3,3,3,3,3,No,No,Yes,No,No,No,Yes,3,All day,Typing,1,1,5,Female
13954749,B,Personal workspace,Enclosed Office_1,Yes,4,Yes,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,3,4,1,0,,3,3,2,3,1,2,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,4,Male
13954834,B,Personal workspace,Open Office_2,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,3,2,1,5,0,,1,1,1,1,5,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Female
13954840,B,Break room,Open Office_2,Yes,4,Yes,Yes,No,No,Yes,No,Facing south (or southeast or southwest),1 to 4,3,1,1,5,1,2,2,2,4,4,1,3,2,No,No,No,No,No,No,Yes,1,All day,"Reading, seated",2,1,4,Male
13954892,B,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,4,3,1,4,0,2,1,1,5,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,Walking about,3,1,4,Male
13954985,B,Personal workspace,Open Office_2,Yes,2,Yes,No,Yes,No,Yes,No,I don’t know,1 to 4,3,3,5,2,1,,5,5,3,1,2,4,2,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,4,Female
13955034,B,Personal workspace,Open Office_2,Yes,4,No,Yes,No,Yes,Yes,No,I don’t know,1 to 4,3,4,2,2,0,,2,2,2,3,1,2,4,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,2,Male
13955125,B,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing west,1 to 4,4,4,1,4,4,,2,2,3,2,3,2,3,No,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,3,3,4,Male
13955153,B,Personal workspace,Open Office_2,Yes,4,Yes,No,No,No,Yes,No,I don’t know,1 to 4,4,4,1,4,0,3,1,1,3,2,3,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13955275,B,Outside,Enclosed Office_1,,3,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,4,,2,3,4,4,3,3,3,3,1,2,4,No,No,Yes,No,No,No,No,3,All day,Typing,1,1,4,Female
13955279,B,Outside,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,3,3,3,,,,5,3,3,4,4,2,4,No,No,Yes,No,No,No,Yes,4,All day,Typing,2,2,5,Female
13955324,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,5,3,3,4,5,3,2,1,4,2,3,1,3,No,No,No,Yes,No,No,No,1,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1,1,4,Female
13955427,B,Personal workspace,Open Office_3,Yes,4,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,4,4,0,0,5,4,1,1,2,2,1,1,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,2,4,Male
13955568,B,Personal workspace,Open Office_3,Yes,2,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),1 to 4,4,4,4,4,3,,4,3,2,,1,3,1,No,No,No,No,No,No,Yes,2,All day,Typing,2,1,4,Female
13955579,B,Personal workspace,Open Office_2,Yes,3,No,Yes,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,3,3,4,0,4,3,3,3,3,3,3,3,2,No,No,No,No,No,No,Yes,1,All day,Typing,1,1,5,Female
13955610,B,Personal workspace,Open Office_2,Yes,4,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,4,4,4,2,0,,4,3,4,2,1,2,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Male
13955611,B,Outside,Open Office_2,Yes,4,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),1 to 4,3,3,2,4,0,,1,1,3,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,Writing,1,1,3,Male
13955616,B,Personal workspace,Open Office_2,Yes,1,Yes,No,No,No,Yes,No,I don’t know,1 to 4,4,,5,1,1,1,5,5,5,5,1,5,1,No,No,No,No,No,No,Yes,2,All day,Typing,2,2,3,Female
13955621,B,Personal workspace,Enclosed Office_1,Yes,4,Yes,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,4,1,1,2,2,,2,3,3,4,1,2,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,3,Male
13955624,B,Personal workspace,Open Office_3,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,4,3,2,4,0,3,3,1,3,3,3,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13955708,B,Personal workspace,Open Office_3,Yes,1,No,Yes,No,No,Yes,No,Facing west,1 to 4,4,,2,,0,,3,2,3,3,3,2,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,5,Female
13955726,B,Outside,Open Office_3,Yes,2,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,4,4,2,2,0,4,2,1,3,3,3,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,3,2,5,
13955737,B,Personal workspace,Open Office_2,Yes,3,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,3,4,1,3,4,5,4,3,3,3,2,3,No,No,Yes,No,No,No,No,3,All day,Typing,3,2,4,Female
13955750,B,Personal workspace,Open Office_3,Yes,2,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,5,5,5,5,5,5,1,1,1,1,1,1,5,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,2,Male
13955865,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Facing north (or northeast or northwest),1 to 4,4,2,4,2,2,2,5,5,4,3,3,5,2,No,No,No,No,No,No,Yes,1,All day,Typing,1,1,3,Female
13957981,B,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,No,No,No,Facing south (or southeast or southwest),1 to 4,3,4,4,4,4,,5,4,4,3,1,1,4,No,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),"Filing, seated",2,2,3,Female
13957986,B,Personal workspace,Open Office_3,No,4,No,No,No,No,Yes,No,Facing east,1 to 4,3,2,4,1,2,2,3,3,2,2,1,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,4,Male
13958027,B,Personal workspace,Open Office_2,,3,Yes,Yes,Yes,Yes,Yes,No,I don’t know,1 to 4,4,4,3,3,2,4,2,2,3,2,1,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,4,Female
13958028,B,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing west,1 to 4,3,3,3,3,2,3,4,3,3,3,1,2,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,3,Female
13958043,B,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,5,2,2,0,,1,3,2,2,1,2,4,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",1,1,5,Male
13958051,B,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,No,Yes,No,,1 to 4,2,1,5,1,1,,5,5,1,1,1,5,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,2,5,Female
13958087,B,Personal workspace,Open Office_3,,4,No,No,No,No,Yes,No,Facing west,1 to 4,1,5,3,3,3,3,1,1,3,3,1,1,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,3,4,Female
13958108,B,Outside,Open Office_2,Yes,3,Yes,No,No,No,Yes,No,Facing west,1 to 4,3,3,1,5,2,3,1,1,2,3,5,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,1,2,Female
13958135,B,Small conference room,Open Office_2,Yes,4,Yes,Yes,Yes,No,Yes,No,Facing west,1 to 4,5,4,5,1,1,3,5,3,1,1,1,3,2,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,5,Female
13958136,B,Personal workspace,Open Office_3,No,4,No,No,Yes,No,No,No,Facing west,1 to 4,4,4,1,5,1,2,1,1,3,2,5,4,4,No,No,Yes,No,No,No,No,2,All day,Typing,3,2,4,Female
13958139,B,Personal workspace,Enclosed Office_1,Yes,2,No,Yes,No,Yes,Yes,No,Facing east,1 to 4,5,3,4,1,0,3,4,3,3,3,1,3,3,No,Yes,No,No,No,No,No,3,All day,"Reading, seated",1,1,4,Female
13958146,B,Personal workspace,Open Office_2,Yes,4,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,4,4,4,4,,5,4,2,2,1,4,5,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,5,Female
13958147,B,Personal workspace,Open Office_3,Yes,2,Yes,No,No,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,5,5,3,3,0,,2,2,2,2,1,2,5,No,No,No,No,No,No,Yes,3,All day,,2,1,5,Male
13958149,B,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,No,No,Facing south (or southeast or southwest),1 to 4,3,4,1,2,3,4,1,1,1,4,1,1,5,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,2,4,Male
13958172,B,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,No,No,No,Facing north (or northeast or northwest),5 to 9,4,4,3,3,5,,1,1,1,5,1,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,2,Male
13958196,B,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,No,Yes,No,I don’t know,1 to 4,3,1,1,5,1,1,1,5,1,1,5,4,2,No,No,No,No,No,No,Yes,3,All day,,2,2,2,Female
13958234,B,Personal workspace,Enclosed Office_2,Yes,2,Yes,Yes,No,No,Yes,No,Facing south (or southeast or southwest),1 to 4,3,3,5,1,1,1,5,5,2,2,1,5,1,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Female
13958235,B,Personal workspace,Open Office_2,Yes,2,Yes,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,5,4,1,1,0,,1,3,1,1,1,1,3,No,No,No,No,No,No,Yes,2,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",3,1,5,Male
13958240,B,Personal workspace,Open Office_3,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,1,1,5,1,1,1,5,3,4,3,1,3,2,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Female
13956031,C,Personal workspace,Open Office_2,Yes,3,Yes,No,No,No,Yes,No,I don’t know,1 to 4,3,3,5,2,1,2,5,5,4,4,1,4,2,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Female
13956671,C,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,No,Yes,No,I don’t know,1 to 4,5,4,3,2,0,,3,1,2,3,1,1,3,No,No,Yes,No,No,No,No,2,All day,Typing,2,2,5,Female
13956680,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,4,3,3,2,3,2,2,3,3,1,1,4,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,5,Female
13956784,C,Break room,Open Office_2,Yes,1,Yes,Yes,No,No,Yes,No,Facing west,1 to 4,5,3,5,1,0,,5,3,3,5,4,3,2,No,No,Yes,No,No,No,No,3,All day,Typing,2,1,4,Female
13957053,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing west,1 to 4,5,3,5,1,1,1,4,4,2,3,1,3,2,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",1,1,4,Male
13955931,C,Personal workspace,Open Office_2,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,4,4,4,2,4,,1,1,3,2,3,2,4,No,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,5,Female
13956052,C,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,No,Yes,No,Facing east,1 to 4,3,2,5,1,1,2,4,3,3,3,1,3,1,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,4,Male
13956517,C,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,Yes,Yes,No,Facing west,1 to 4,4,3,3,3,3,4,3,3,3,4,5,3,3,No,No,Yes,No,No,No,No,2,All day,Typing,1,1,4,Female
13956702,C,Personal workspace,Open Office_2,Yes,2,Yes,Yes,No,No,Yes,No,I don’t know,1 to 4,2,2,5,1,3,,5,4,2,3,2,3,3,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,4,Female
13956794,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,2,5,1,1,1,5,3,2,2,1,3,3,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,5,Female
13956800,C,Personal workspace,Open Office_2,Yes,2,Yes,No,Yes,No,Yes,No,Facing east,1 to 4,2,2,2,5,0,2,3,3,4,5,4,3,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,5,Female
13956811,C,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,No,No,No,Facing south (or southeast or southwest),1 to 4,3,1,5,1,1,,5,5,4,5,1,5,1,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Female
13957058,C,Personal workspace,Open Office_2,Yes,2,Yes,No,No,No,Yes,No,I don’t know,1 to 4,5,3,3,3,0,3,4,3,3,5,3,3,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,5,Female
13955879,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,5,5,1,1,0,5,1,1,2,,1,1,4,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Male
13956066,C,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,5,5,2,2,0,4,2,2,3,2,3,1,3,No,No,Yes,No,No,No,No,2,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,4,Female
13956169,C,Personal workspace,Open Office_2,,3,Yes,Yes,No,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,2,2,2,5,2,2,2,3,3,3,5,3,3,No,No,Yes,No,No,No,No,4,All day,Typing,2,1,3,Female
13956514,C,Other,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,I don’t know,1 to 4,2,1,5,1,1,1,5,3,3,3,1,3,2,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,5,Female
13956518,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,5,5,,0,0,,2,1,2,3,3,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,2,1,5,Female
13956544,C,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,No,No,No,Facing west,1 to 4,4,4,1,2,1,4,1,1,2,3,1,2,4,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,5,Male
13956553,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,3,3,4,2,0,3,5,3,4,5,1,2,3,No,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,3,Female
13957050,C,Personal workspace,Open Office_2,Yes,2,Yes,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,5,5,1,1,3,4,2,2,2,2,1,1,4,No,No,No,No,No,No,Yes,1,All day,"Reading, seated",2,2,5,Male
13957065,C,Personal workspace,Open Office_3,Yes,4,No,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,4,3,3,,0,3,4,3,2,,1,2,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",1,1,5,Female
13957224,C,Personal workspace,Open Office_3,Yes,1,Yes,Yes,No,No,No,No,Facing east,1 to 4,3,4,3,,2,2,2,1,2,4,3,2,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Male
13957273,C,Break room,Open Office_2,Yes,4,No,No,No,No,Yes,No,Facing south (or southeast or southwest),1 to 4,4,5,1,1,5,5,1,1,2,3,1,1,3,No,Yes,No,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1,1,3,Male
13957409,C,Outside,Open Office_2,Yes,2,No,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,3,3,5,2,1,3,5,4,1,1,1,3,2,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1,1,2,Female
13955908,C,Personal workspace,Open Office_2,Yes,3,No,Yes,Yes,No,Yes,No,Facing east,1 to 4,5,4,2,2,1,4,1,2,2,3,1,1,5,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,3,Female
13956061,C,Personal workspace,Open Office_2,No,3,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,4,5,3,3,2,,3,1,2,4,1,2,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,1,2,Male
13956085,C,Personal workspace,Open Office_2,Yes,4,Yes,No,No,No,Yes,No,Facing west,1 to 4,4,2,1,5,1,2,3,3,5,5,3,3,2,No,No,Yes,No,No,No,No,3,All day,Typing,2,1,3,Male
13956182,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,I don’t know,1 to 4,5,2,1,5,2,1,1,1,3,5,5,5,2,No,No,Yes,No,No,No,No,4,All day,Typing,2,1,3,Female
13956222,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,I don’t know,1 to 4,5,1,5,1,1,1,5,5,3,1,1,5,1,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Female
13956503,C,Personal workspace,Open Office_2,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,3,2,5,1,1,2,4,4,3,3,1,4,1,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Male
13956563,C,Personal workspace,Open Office_3,Yes,2,Yes,Yes,Yes,No,Yes,No,I don’t know,1 to 4,3,2,2,5,2,2,1,3,2,5,3,3,1,No,No,No,No,No,No,Yes,4,All day,Typing,2,1,3,Male
13956664,C,Personal workspace,Open Office_2,,2,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,3,3,3,3,1,3,3,3,3,3,3,3,3,No,No,No,No,No,No,Yes,2,All day,"Reading, seated",1,1,3,Female
13956700,C,Other,Open Office_2,Yes,4,Yes,No,No,No,Yes,No,Facing west,1 to 4,4,4,3,3,2,5,1,2,2,2,1,1,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,3,Male
13956734,C,Small conference room,Open Office_2,Yes,3,Yes,No,No,No,Yes,No,I don’t know,1 to 4,4,2,5,,2,2,5,4,4,4,2,4,1,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,4,Female
13956787,C,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,No,No,I don’t know,1 to 4,4,5,4,2,0,4,4,2,4,3,1,1,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,4,Female
13957090,C,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,Yes,Yes,I don’t know,1 to 4,4,2,1,4,0,3,2,1,2,4,5,2,3,No,No,Yes,No,No,No,No,3,All day,Typing,2,1,2,Female
13957109,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,5,3,1,5,0,3,1,1,3,5,5,3,3,No,No,No,No,No,No,Yes,1,All day,"Reading, seated",2,1,2,Male
13957125,C,Personal workspace,Open Office_2,Yes,3,Yes,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,5,5,1,1,4,5,1,1,1,1,1,1,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,3,Male
13957413,C,Personal workspace,Open Office_2,Yes,2,No,No,No,No,Yes,No,Facing north (or northeast or northwest),1 to 4,5,5,2,2,0,5,1,1,2,3,1,1,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,4,Male
13955894,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,4,3,2,4,0,3,1,3,4,3,5,3,3,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,2,Female
13955895,C,Small conference room,Open Office_2,Yes,3,Yes,Yes,Yes,No,Yes,No,Facing east,1 to 4,4,2,4,4,1,2,3,3,4,5,4,3,3,No,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,3,Female
13955907,C,Personal workspace,Open Office_2,Yes,2,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,3,3,5,0,0,2,5,3,3,4,2,3,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,1,4,Female
13956010,C,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,No,Yes,No,,1 to 4,4,3,4,3,1,2,5,4,3,4,3,2,3,No,No,Yes,No,No,No,Yes,3,All day,Typing,2,2,5,Female
13956063,C,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,4,3,3,3,1,,4,5,5,4,1,3,2,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",1,1,4,Female
13956064,C,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,No,No,No,I don’t know,1 to 4,5,2,5,1,1,,5,5,3,5,1,3,2,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,4,Female
13956079,C,Outside,Open Office_2,Yes,1,Yes,Yes,No,No,No,No,I don’t know,1 to 4,4,1,1,1,1,2,4,4,4,1,1,4,3,Yes,Yes,No,No,No,No,No,1,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,4,Female
13956189,C,Personal workspace,Open Office_2,Yes,4,No,No,Yes,No,No,No,Facing east,1 to 4,5,2,2,5,5,5,2,3,2,2,1,2,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,5,Male
13956354,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,5,3,5,1,1,,4,5,2,2,1,3,3,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",2,2,4,Male
13956388,C,Outside,Open Office_2,,1,Yes,Yes,No,No,No,No,I don’t know,1 to 4,,3,3,5,5,3,3,3,4,4,4,2,3,No,No,Yes,No,No,No,No,3,All day,Typing,1,1,5,Female
13956391,C,Personal workspace,Open Office_2,No,1,Yes,No,Yes,No,No,No,Facing west,1 to 4,5,4,3,3,0,4,3,1,3,5,3,2,4,No,No,Yes,No,No,No,No,4,Other,Typing,2,2,5,Female
13956546,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,Yes,Facing east,1 to 4,3,2,5,1,1,2,5,3,3,3,1,3,2,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,3,Female
13956565,C,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,3,1,5,3,2,2,4,4,3,4,3,3,2,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,4,Male
13956686,C,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,5,4,1,1,0,4,3,1,2,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,3,Female
13956689,C,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,No,Yes,No,I don’t know,1 to 4,3,2,5,1,1,2,5,5,3,4,1,5,1,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Female
13956691,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing north (or northeast or northwest),1 to 4,3,5,5,1,1,3,5,3,4,2,1,3,2,No,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,2,Female
13956775,C,Outside,Open Office_2,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),1 to 4,5,5,2,2,0,5,3,2,2,2,2,1,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,5,Female
13956805,C,Personal workspace,Open Office_2,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing west,1 to 4,3,4,1,3,3,3,4,4,3,2,1,2,3,No,No,Yes,No,No,No,No,3,All day,Typing,1,1,1,Female
13956901,C,Personal workspace,Open Office_2,Yes,4,No,No,Yes,No,Yes,No,I don’t know,1 to 4,4,4,2,2,2,3,2,2,2,1,1,2,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",1,1,4,Male
13956924,C,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,Yes,No,Facing east,1 to 4,5,1,1,4,4,4,1,1,2,3,3,1,5,No,No,Yes,No,No,Yes,No,3,All day,"Reading, seated",2,2,4,Male
13956936,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,No,Yes,No,Facing south (or southeast or southwest),1 to 4,5,5,4,2,3,4,3,2,2,3,3,2,4,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,4,Female
13956956,C,Personal workspace,Open Office_2,Yes,4,No,No,Yes,No,No,No,I don’t know,1 to 4,3,3,5,1,2,2,4,4,2,3,1,2,3,No,No,Yes,No,No,No,No,3,All day,Typing,1,1,3,Female
13956966,C,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,No,No,Facing north (or northeast or northwest),1 to 4,4,1,5,1,1,1,5,4,4,4,4,4,1,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,3,Female
13956967,C,Personal workspace,Open Office_2,Yes,1,Yes,Yes,No,No,Yes,No,Facing west,1 to 4,4,4,2,2,0,4,1,2,2,2,1,1,4,No,No,Yes,No,No,No,No,2,All day,"Reading, seated",1,1,5,Female
