survey_id,building_name,office_spending_space,personal_workspace,in_out_office,work_building_name,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,other_view_description,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,afternoon_bright,computer_screen_glare,evening_dark,task_light_usage,unnecessary_lighting,lighting_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13956070,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,Yes,,,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,2.0,1.0,5.0,1.0,1.0,Never,Never,Sometimes,Sometimes,Never,Sometimes,1 = Greatly decreses my productivity,Never,Never,Most of the time,Always,Never,1 = Greatly decreases my productivity,,,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,51 or above,Female
13956087,C,Small conference room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,Facing east,1 to 4,2.0,1.0,4.0,1.0,1.0,1.0,Most of the time,Most of the time,Sometimes,Always,Never,Always,1 = Greatly decreses my productivity,Rarely,Rarely,Never,Most of the time,Never,2,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,I prefer not to answer,Male
13956174,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,No,Yes,,,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,2.0,4.0,2.0,0.0,2.0,Always,Always,Sometimes,Most of the time,Never,Sometimes,3 = Neutral,Never,,Never,Always,Never,4,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13956178,C,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,No,Yes,Yes,Yes,Yes,,,I don’t know,1 to 4,2.0,3.0,1.0,4.0,1.0,,Rarely,Rarely,Rarely,Rarely,Most of the time,Rarely,3 = Neutral,Most of the time,Most of the time,Rarely,Never,Most of the time,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Male
13956186,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,4.0,2.0,2.0,3.0,4.0,Rarely,Rarely,Rarely,Rarely,Never,Rarely,4,Sometimes,Sometimes,Never,Sometimes,Never,5 = Greatly inrceases my productivity,,,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956187,C,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,,Yes,,,,,I don’t know,1 to 4,3.0,2.0,2.0,5.0,1.0,1.0,Never,Most of the time,Always,Always,Always,Sometimes,3 = Neutral,Never,Sometimes,Sometimes,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,21 - 30,Male
13956196,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,11 - 15 feet,Yes,Yes,,,Yes,,,Facing south (or southeast or southwest),1 to 4,2.0,2.0,5.0,1.0,0.0,,Always,Always,Rarely,Sometimes,Never,Always,2,Always,Rarely,Never,Never,Sometimes,2,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Female
13956198,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,11 - 15 feet,Yes,,Yes,,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,3.0,2.0,4.0,3.0,3.0,Sometimes,Never,Never,Always,Never,Rarely,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,21 - 30,Male
13956217,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,,,,Yes,,,I don’t know,1 to 4,5.0,5.0,3.0,3.0,0.0,5.0,Sometimes,,Sometimes,Sometimes,Never,Rarely,3 = Neutral,Never,Rarely,Never,Most of the time,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,Less than 1 year,41 - 50,Female
13956233,C,Other,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,No,,Yes,,,,,Facing north (or northeast or northwest),1 to 4,2.0,,1.0,5.0,1.0,2.0,Never,Never,Sometimes,Most of the time,Always,Sometimes,3 = Neutral,Never,Never,Never,Most of the time,Never,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Male
13956237,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,1 to 4,5.0,4.0,4.0,2.0,2.0,4.0,Sometimes,Sometimes,Sometimes,Most of the time,Rarely,Never,3 = Neutral,Sometimes,Sometimes,Rarely,Always,Rarely,4,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13956238,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,,,Yes,Yes,,,Facing west,1 to 4,2.0,1.0,5.0,1.0,1.0,,Always,Always,Rarely,Rarely,Never,Most of the time,1 = Greatly decreses my productivity,Always,Rarely,Rarely,Never,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,I prefer not to answer,
13956246,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,11 - 15 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,5.0,4.0,1.0,0.0,1.0,2.0,Never,Sometimes,Rarely,Most of the time,Never,Never,3 = Neutral,Rarely,Sometimes,Never,Never,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,21 - 30,Male
13956340,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,,,,,,Facing east,1 to 4,4.0,4.0,3.0,3.0,3.0,4.0,Rarely,,Rarely,Rarely,Sometimes,Rarely,3 = Neutral,,Sometimes,,Rarely,Rarely,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13956349,C,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,Yes,,,Yes,,,Facing west,1 to 4,3.0,2.0,2.0,0.0,0.0,,Most of the time,Most of the time,Sometimes,Rarely,Never,Rarely,3 = Neutral,Never,Rarely,Never,Always,Never,3 = Neutral,,,,,,,Yes,10 - 20 hours,All day,Typing,1 - 5 years,Less than 1 year,51 or above,Female
13956384,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),,C,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,4.0,2.0,2.0,0.0,4.0,Sometimes,Never,Rarely,Rarely,Never,Never,3 = Neutral,Never,Never,,Always,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13956390,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,0 - 5 feet,Yes,Yes,,Yes,,,,I don’t know,1 to 4,4.0,2.0,3.0,3.0,3.0,2.0,Most of the time,Rarely,Always,Always,Never,Sometimes,3 = Neutral,Sometimes,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,10 - 20 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13956398,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),,C,0 - 5 feet,Yes,,Yes,,,,,Facing east,1 to 4,1.0,1.0,1.0,1.0,5.0,,Always,Always,Never,Most of the time,Never,Always,1 = Greatly decreses my productivity,Never,Sometimes,Never,Never,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Female
13956404,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,2.0,4.0,0.0,1.0,4.0,Sometimes,Never,Sometimes,Always,Never,Sometimes,4,Never,Sometimes,Sometimes,Always,Never,4,,,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,51 or above,Male
13956498,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,5.0,3.0,3.0,1.0,0.0,4.0,Sometimes,Sometimes,Most of the time,Rarely,Never,,3 = Neutral,Never,Rarely,Never,Never,Never,4,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13956504,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,,Yes,,Yes,,,Facing east,1 to 4,4.0,2.0,5.0,1.0,0.0,2.0,Most of the time,Sometimes,Rarely,Most of the time,Never,Rarely,2,Never,Rarely,,Never,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13956659,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,No,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,4.0,3.0,3.0,3.0,,Most of the time,Sometimes,Rarely,Sometimes,Never,Rarely,3 = Neutral,Rarely,Never,Sometimes,Never,Rarely,3 = Neutral,,,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956662,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,,,,Yes,,,I don’t know,1 to 4,5.0,4.0,4.0,2.0,0.0,4.0,Sometimes,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,Never,Never,Never,Rarely,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,,Less than 1 year,I prefer not to answer,Female
13956673,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,0 - 5 feet,Yes,,Yes,,,,,Facing south (or southeast or southwest),1 to 4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13956675,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,,,,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,4.0,4.0,2.0,4.0,5.0,Sometimes,Most of the time,Always,Always,Never,Rarely,3 = Neutral,Rarely,Always,Sometimes,Most of the time,Rarely,5 = Greatly inrceases my productivity,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Female
13956699,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,1.0,5.0,5.0,1.0,5.0,1.0,Most of the time,Sometimes,Sometimes,Most of the time,Never,Sometimes,2,Never,Rarely,Sometimes,Never,,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Male
13956717,C,Small conference room,Enclosed Office: shared with other people,No,C,16 feet or more,No,,Yes,,,,,I don’t know,1 to 4,3.0,2.0,4.0,1.0,2.0,2.0,Most of the time,Most of the time,Rarely,Rarely,Never,Sometimes,2,Never,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,Less than 10 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Female
13956743,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,16 feet or more,No,Yes,,Yes,Yes,,,I don’t know,1 to 4,3.0,3.0,3.0,3.0,0.0,,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,2,Rarely,Rarely,Sometimes,Sometimes,Rarely,2,,,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Female
13956783,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,I don’t know,5 to 9,4.0,4.0,1.0,1.0,0.0,5.0,Never,Never,Never,Never,Never,Never,5 = Greatly increases my productivity,Most of the time,Sometimes,Never,Never,Sometimes,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,31 - 40,Female
13956797,C,Other,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,,,,,,I don’t know,1 to 4,4.0,4.0,2.0,2.0,3.0,,Rarely,Rarely,Rarely,,Never,Never,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13956799,C,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,,Yes,,,,,Facing east,1 to 4,5.0,5.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,Yes,Less than 10 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,21 - 30,Male
13956905,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,1 to 4,4.0,4.0,2.0,4.0,2.0,3.0,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,Rarely,Rarely,Rarely,Rarely,Rarely,4,,,,,,,Yes,10 - 20 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13956919,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,5.0,1.0,1.0,0.0,5.0,Never,Never,Never,Sometimes,Never,Never,3 = Neutral,Never,Rarely,Never,Never,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13956923,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,16 feet or more,Yes,,Yes,,,,,Facing west,1 to 4,4.0,4.0,1.0,3.0,0.0,3.0,Never,Never,Rarely,Rarely,Never,Never,3 = Neutral,Rarely,Never,Never,Never,Rarely,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Male
13956929,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,16 feet or more,Yes,,Yes,,,,,Facing west,1 to 4,5.0,4.0,3.0,2.0,0.0,4.0,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,3 = Neutral,Never,Never,Rarely,Always,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13956934,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,11 - 15 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,5.0,5.0,4.0,2.0,0.0,4.0,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,4,Never,Never,Never,Never,Never,4,,,Yes,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Female
13956954,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,11 - 15 feet,Yes,Yes,,,,,,I don’t know,,5.0,4.0,4.0,3.0,0.0,,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,3 = Neutral,Rarely,Rarely,Never,Rarely,Never,4,,,Yes,,,,,Less than 10 hours,All day,Typing,1 - 5 years,Less than 1 year,51 or above,Female
13956957,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,Yes,Yes,,,,,Facing east,1 to 4,5.0,5.0,4.0,1.0,1.0,4.0,Most of the time,Sometimes,Never,Sometimes,Never,Rarely,3 = Neutral,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,31 - 40,Female
13956969,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,0 - 5 feet,,Yes,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,1.0,4.0,1.0,0.0,2.0,Most of the time,,,Most of the time,Never,,3 = Neutral,Most of the time,Most of the time,,Never,Sometimes,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13957083,C,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,,,,Yes,,,Facing south (or southeast or southwest),1 to 4,5.0,3.0,4.0,2.0,1.0,3.0,Sometimes,Never,Never,Rarely,Always,Rarely,3 = Neutral,Never,Never,Never,Never,Never,4,,,Yes,,,Yes,,More than 40 hours,Evenings only,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13957086,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,3.0,4.0,1.0,3.0,3.0,Sometimes,Sometimes,Most of the time,Most of the time,Rarely,Rarely,3 = Neutral,Sometimes,Sometimes,Never,Never,Never,4,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13957217,C,,,,,,,,,,,,,Facing south (or southeast or southwest),1 to 4,4.0,3.0,4.0,2.0,1.0,3.0,Sometimes,Sometimes,Most of the time,Most of the time,Never,Sometimes,4,Most of the time,Most of the time,Never,Sometimes,Rarely,4,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,21 - 30,Male
13957220,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,16 feet or more,Yes,Yes,,,Yes,,,I don’t know,1 to 4,5.0,2.0,1.0,5.0,2.0,2.0,Never,Never,Never,Never,Never,Never,3 = Neutral,Never,Never,Never,Always,Never,3 = Neutral,,,,,,,,,,,,,,
13957245,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,No,,,,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,3.0,3.0,3.0,2.0,3.0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,3 = Neutral,Never,Never,Never,Always,Rarely,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13957247,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),No,C,0 - 5 feet,Yes,,Yes,Yes,,,,I don’t know,1 to 4,5.0,1.0,1.0,0.0,3.0,1.0,Always,Sometimes,Rarely,Most of the time,Never,Rarely,1 = Greatly decreses my productivity,Never,Rarely,Rarely,Rarely,Most of the time,3 = Neutral,,,,,,,,Less than 10 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,31 - 40,Female
13957253,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,Yes,,Yes,Yes,,,I don’t know,1 to 4,4.0,4.0,3.0,0.0,,3.0,Sometimes,Sometimes,Most of the time,Sometimes,Never,Rarely,3 = Neutral,,,,,,,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Female
13957254,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,Yes,"Cars, people, birds",I don’t know,1 to 4,3.0,1.0,4.0,1.0,2.0,3.0,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,3 = Neutral,Sometimes,Sometimes,Rarely,Always,Rarely,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,,
13957261,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,Facing south (or southeast or southwest),1 to 4,5.0,4.0,3.0,3.0,3.0,,Rarely,Rarely,Sometimes,Sometimes,Most of the time,Rarely,3 = Neutral,Never,Rarely,Never,Always,Never,5 = Greatly inrceases my productivity,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13957264,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,1.0,5.0,1.0,0.0,,Always,Most of the time,Never,Rarely,Never,Sometimes,4,Rarely,Always,Rarely,Sometimes,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13957269,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,Yes,,,Yes,,,Facing north (or northeast or northwest),1 to 4,3.0,3.0,5.0,1.0,1.0,,Most of the time,Sometimes,Always,Rarely,Rarely,Sometimes,2,Rarely,Sometimes,Rarely,Never,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,31 - 40,Female
13957271,C,Personal workspace,Enclosed Office: private,Yes,C,0 - 5 feet,Yes,,Yes,,,,,Facing north (or northeast or northwest),1 to 4,5.0,5.0,3.0,3.0,4.0,3.0,Always,Always,Sometimes,Sometimes,Never,Most of the time,3 = Neutral,Rarely,Rarely,Rarely,Rarely,Sometimes,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,31 - 40,Female
13957276,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,3.0,4.0,2.0,1.0,2.0,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,2,Rarely,Rarely,Never,Never,Always,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Male
13957379,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,1 to 4,5.0,3.0,3.0,3.0,0.0,,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,3 = Neutral,Most of the time,Sometimes,Never,Never,Never,2,,,Yes,,,,,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,51 or above,Female
13957381,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,1.0,5.0,1.0,1.0,,Always,Sometimes,Most of the time,Always,Sometimes,Sometimes,3 = Neutral,Always,Most of the time,Never,Never,Sometimes,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Female
13957391,C,Outside,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,6 - 10 feet,Yes,Yes,,,,,,I don’t know,1 to 4,3.0,2.0,1.0,5.0,1.0,,Never,Sometimes,Rarely,Most of the time,Always,Sometimes,3 = Neutral,Sometimes,Never,Never,Never,Most of the time,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Female
13957417,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,I don’t know,1 to 4,3.0,1.0,5.0,1.0,5.0,1.0,Always,Sometimes,Rarely,Rarely,Never,Sometimes,2,Rarely,Never,Never,Rarely,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13957425,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,16 feet or more,Yes,,Yes,,Yes,,,Facing west,1 to 4,5.0,4.0,1.0,2.0,0.0,5.0,Never,Never,Most of the time,Most of the time,Never,Never,5 = Greatly increases my productivity,Never,Never,Rarely,Always,Never,5 = Greatly inrceases my productivity,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,51 or above,Male
13957426,C,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,C,11 - 15 feet,Yes,,Yes,,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,4.0,2.0,2.0,3.0,4.0,Never,Never,Never,Never,Never,Never,3 = Neutral,Rarely,Never,Rarely,Never,Never,3 = Neutral,,,Yes,,,,,Less than 10 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Male
13955902,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,C,11 - 15 feet,Yes,Yes,,Yes,Yes,,,Facing west,1 to 4,5.0,4.0,4.0,1.0,1.0,4.0,Always,Rarely,Rarely,Always,Never,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Female
13955922,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,1 to 4,4.0,5.0,1.0,1.0,5.0,,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Never,Rarely,Never,Rarely,Never,5 = Greatly inrceases my productivity,,,Yes,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Female
13955927,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,Yes,Yes,,Yes,,,I don’t know,1 to 4,3.0,1.0,3.0,3.0,3.0,3.0,Always,Always,Always,Always,Never,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,Less than 10 hours,All day,Typing,Less than 1 year,Less than 1 year,51 or above,Female
13956039,C,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,C,0 - 5 feet,Yes,,,,Yes,,,Facing north (or northeast or northwest),1 to 4,4.0,1.0,5.0,1.0,1.0,2.0,Most of the time,Most of the time,Rarely,Rarely,Never,Sometimes,2,Rarely,Sometimes,Sometimes,Sometimes,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
